idRegistro;dtAtual;dht11_umidade;lm35_temperatura;fkSensor;;;
1;2023-11-24 00:00:00;60,6;24,89;1;;;
2;2023-11-24 00:20:00;60,6;25,86;1;;;
3;2023-11-24 00:40:00;60,6;24,89;1;;;
4;2023-11-24 01:00:00;60,6;23,91;1;;;
5;2023-11-24 01:20:00;60,6;24,4;1;;;
6;2023-11-24 01:40:00;60,6;25,86;1;;;
7;2023-11-24 02:00:00;60,6;24,4;1;;;
8;2023-11-24 02:20:00;60,6;25,38;1;;;
9;2023-11-24 02:40:00;60,6;24,89;1;;;
10;2023-11-24 03:00:00;60,6;26,35;1;;;
11;2023-11-24 03:20:00;60,6;23,91;1;;;
12;2023-11-24 03:40:00;60,6;24,89;1;;;
13;2023-11-24 04:00:00;60,6;24,4;1;;;
14;2023-11-24 04:20:00;60,6;25,38;1;;;
15;2023-11-24 04:40:00;60,6;23,91;1;;;
16;2023-11-24 05:00:00;60,6;25,38;1;;;
17;2023-11-24 05:20:00;60,6;20,01;1;;;
18;2023-11-24 05:40:00;60,6;25,86;1;;;
19;2023-11-24 06:00:00;60,6;22,45;1;;;
20;2023-11-24 06:20:00;60,6;24,89;1;;;
21;2023-11-24 06:40:00;60,6;26,84;1;;;
22;2023-11-24 07:00:00;60,6;25,86;1;;;
23;2023-11-24 07:20:00;60,6;23,91;1;;;
24;2023-11-24 07:40:00;60,6;24,89;1;;;
25;2023-11-24 08:00:00;60,6;20,5;1;;;
26;2023-11-24 08:20:00;60,6;27,82;1;;;
27;2023-11-24 08:40:00;60,6;25,38;1;;;
28;2023-11-24 09:00:00;60,6;25,38;1;;;
29;2023-11-24 09:20:00;60,6;25,38;1;;;
30;2023-11-24 09:40:00;60,6;24,89;1;;;
31;2023-11-24 10:00:00;60,6;22,94;1;;;
32;2023-11-24 10:20:00;60,6;23,91;1;;;
33;2023-11-24 10:40:00;60,6;23,91;1;;;
34;2023-11-24 11:00:00;60,6;25,38;1;;;
35;2023-11-24 11:20:00;60,6;29,77;1;;;
36;2023-11-24 11:40:00;60,6;24,4;1;;;
37;2023-11-24 12:00:00;60,6;23,91;1;;;
38;2023-11-24 12:20:00;60,6;24,4;1;;;
39;2023-11-24 12:40:00;60,6;26,35;1;;;
40;2023-11-24 13:00:00;60,6;24,4;1;;;
41;2023-11-24 13:20:00;60,6;25,38;1;;;
42;2023-11-24 13:40:00;60,6;27,33;1;;;
43;2023-11-24 14:00:00;60,6;25,86;1;;;
44;2023-11-24 14:20:00;60,6;25,38;1;;;
45;2023-11-24 14:40:00;60,6;25,38;1;;;
46;2023-11-24 15:00:00;60,6;25,38;1;;;
47;2023-11-24 15:20:00;60,6;26,84;1;;;
48;2023-11-24 15:40:00;60,6;25,38;1;;;
49;2023-11-24 16:00:00;60,6;25,86;1;;;
50;2023-11-24 16:20:00;60,6;23,91;1;;;
51;2023-11-24 16:40:00;60,6;24,89;1;;;
52;2023-11-24 17:00:00;60,6;25,38;1;;;
53;2023-11-24 17:20:00;60,6;25,86;1;;;
54;2023-11-24 17:40:00;60,6;24,89;1;;;
55;2023-11-24 18:00:00;60,6;24,4;1;;;
56;2023-11-24 18:20:00;60,6;25,38;1;;;
57;2023-11-24 18:40:00;60,6;25,86;1;;;
58;2023-11-24 19:00:00;60,6;26,35;1;;;
59;2023-11-24 19:20:00;60,6;25,86;1;;;
60;2023-11-24 19:40:00;60,6;24,89;1;;;
61;2023-11-24 20:00:00;60,6;25,38;1;;;
62;2023-11-24 20:20:00;60,6;27,82;1;;;
63;2023-11-24 20:40:00;60,6;25,86;1;;;
64;2023-11-24 21:00:00;60,6;24,4;1;;;
65;2023-11-24 21:20:00;60,6;25,86;1;;;
66;2023-11-24 21:40:00;60,6;29,77;1;;;
67;2023-11-24 22:00:00;60,6;29,77;1;;;
68;2023-11-24 22:20:00;60,6;24,4;1;;;
69;2023-11-24 22:40:00;60,6;25,38;1;;;
70;2023-11-25 00:00:00;60,6;26,84;1;;;
71;2023-11-25 00:20:00;60,6;24,89;1;;;
72;2023-11-25 00:40:00;61;25,38;1;;;
73;2023-11-25 00:00:00;61;26,84;1;;;
74;2023-11-25 00:20:00;61;27,33;1;;;
75;2023-11-25 00:40:00;61;28,79;1;;;
76;2023-11-25 01:00:00;61;27,33;1;;;
77;2023-11-25 01:20:00;61;26,84;1;;;
78;2023-11-25 01:40:00;61;27,33;1;;;
79;2023-11-25 02:00:00;61;27,33;1;;;
80;2023-11-25 02:20:00;61;25,86;1;;;
81;2023-11-25 02:40:00;61;27,33;1;;;
82;2023-11-25 03:00:00;61;27,33;1;;;
83;2023-11-25 03:20:00;61;25,86;1;;;
84;2023-11-25 03:40:00;61;28,79;1;;;
85;2023-11-25 04:00:00;61;25,86;1;;;
86;2023-11-25 04:20:00;61;25,38;1;;;
87;2023-11-25 04:40:00;61;27,82;1;;;
88;2023-11-25 05:00:00;61;26,35;1;;;
89;2023-11-25 05:20:00;61;27,33;1;;;
90;2023-11-25 05:40:00;61;27,82;1;;;
91;2023-11-25 06:00:00;61;26,35;1;;;
92;2023-11-25 06:20:00;61;28,79;1;;;
93;2023-11-25 06:40:00;61;28,3;1;;;
94;2023-11-25 07:00:00;61;24,4;1;;;
95;2023-11-25 07:20:00;61;27,33;1;;;
96;2023-11-25 07:40:00;61;26,84;1;;;
97;2023-11-25 08:00:00;61;27,33;1;;;
98;2023-11-25 08:20:00;61;28,3;1;;;
99;2023-11-25 08:40:00;61;27,33;1;;;
100;2023-11-25 09:00:00;61;27,33;1;;;
101;2023-11-25 09:20:00;61;27,33;1;;;
102;2023-11-25 09:40:00;61;28,3;1;;;
103;2023-11-25 10:00:00;61;27,82;1;;;
104;2023-11-25 10:20:00;61;25,38;1;;;
105;2023-11-25 10:40:00;61;27,33;1;;;
106;2023-11-25 11:00:00;61;25,86;1;;;
107;2023-11-25 11:20:00;61;27,33;1;;;
108;2023-11-25 11:40:00;61;26,84;1;;;
109;2023-11-25 12:00:00;61;27,33;1;;;
110;2023-11-25 12:20:00;61;26,84;1;;;
111;2023-11-25 12:40:00;61;27,82;1;;;
112;2023-11-25 13:00:00;61;28,3;1;;;
113;2023-11-25 13:20:00;61;27,33;1;;;
114;2023-11-25 13:40:00;61;27,82;1;;;
115;2023-11-25 14:00:00;61;27,33;1;;;
116;2023-11-25 14:20:00;61;28,3;1;;;
117;2023-11-25 14:40:00;61;27,82;1;;;
118;2023-11-25 15:00:00;61;27,82;1;;;
119;2023-11-25 15:20:00;61;28,3;1;;;
120;2023-11-25 15:40:00;61;26,84;1;;;
121;2023-11-25 16:00:00;61;28,3;1;;;
122;2023-11-25 16:20:00;61;27,33;1;;;
123;2023-11-25 16:40:00;61;27,82;1;;;
124;2023-11-25 17:00:00;61;25,86;1;;;
125;2023-11-25 17:20:00;61;26,84;1;;;
126;2023-11-25 17:40:00;61;28,79;1;;;
127;2023-11-25 18:00:00;61;27,82;1;;;
128;2023-11-25 18:20:00;61;27,82;1;;;
129;2023-11-25 18:40:00;61;28,3;1;;;
130;2023-11-25 19:00:00;61;28,3;1;;;
131;2023-11-25 19:20:00;61;27,33;1;;;
132;2023-11-25 19:40:00;61;27,82;1;;;
133;2023-11-25 20:00:00;61;26,84;1;;;
134;2023-11-25 20:20:00;61;26,84;1;;;
135;2023-11-25 20:40:00;61;27,33;1;;;
136;2023-11-25 21:00:00;61;27,82;1;;;
137;2023-11-25 21:20:00;61;27,33;1;;;
138;2023-11-25 21:40:00;61;27,82;1;;;
139;2023-11-25 22:00:00;61;24,89;1;;;
140;2023-11-25 22:20:00;61;27,33;1;;;
141;2023-11-25 22:40:00;61,6;26,35;1;;;
142;2023-11-26 01:00:00;61,6;24,89;1;;;
143;2023-11-26 01:20:00;61,6;24,89;1;;;
144;2023-11-26 01:40:00;61,6;23,42;1;;;
145;2023-11-26 00:00:00;61,6;23,42;1;;;
146;2023-11-26 00:20:00;61,6;24,4;1;;;
147;2023-11-26 00:40:00;61,6;24,4;1;;;
148;2023-11-26 01:00:00;61,6;25,86;1;;;
149;2023-11-26 01:20:00;61,6;20,5;1;;;
150;2023-11-26 01:40:00;61,6;25,86;1;;;
151;2023-11-26 02:00:00;61,6;23,42;1;;;
152;2023-11-26 02:20:00;61,6;26,35;1;;;
153;2023-11-26 02:40:00;61,6;22,94;1;;;
154;2023-11-26 03:00:00;61,6;26,84;1;;;
155;2023-11-26 03:20:00;61,6;20,98;1;;;
156;2023-11-26 03:40:00;61,6;26,84;1;;;
157;2023-11-26 04:00:00;61,6;26,35;1;;;
158;2023-11-26 04:20:00;61,6;25,86;1;;;
159;2023-11-26 04:40:00;61,6;27,33;1;;;
160;2023-11-26 05:00:00;61,6;25,38;1;;;
161;2023-11-26 05:20:00;61,6;25,38;1;;;
162;2023-11-26 05:40:00;61,6;25,38;1;;;
163;2023-11-26 06:00:00;61,6;23,42;1;;;
164;2023-11-26 06:20:00;61,6;25,86;1;;;
165;2023-11-26 06:40:00;61,6;22,94;1;;;
166;2023-11-26 07:00:00;61,6;25,38;1;;;
167;2023-11-26 07:20:00;61,6;25,38;1;;;
168;2023-11-26 07:40:00;61,6;25,38;1;;;
169;2023-11-26 08:00:00;61,6;24,4;1;;;
170;2023-11-26 08:20:00;61,6;25,86;1;;;
171;2023-11-26 08:40:00;61,6;25,38;1;;;
172;2023-11-26 09:00:00;61,6;25,38;1;;;
173;2023-11-26 09:20:00;61,6;24,4;1;;;
174;2023-11-26 09:40:00;61,6;25,86;1;;;
175;2023-11-26 10:00:00;61,6;24,89;1;;;
176;2023-11-26 10:20:00;61,6;25,38;1;;;
177;2023-11-26 10:40:00;61,6;26,84;1;;;
178;2023-11-26 11:00:00;61,6;25,38;1;;;
179;2023-11-26 11:20:00;61,6;24,89;1;;;
180;2023-11-26 11:40:00;61,6;24,4;1;;;
181;2023-11-26 12:00:00;61,6;23,42;1;;;
182;2023-11-26 12:20:00;61,6;25,86;1;;;
183;2023-11-26 12:40:00;61,6;24,89;1;;;
184;2023-11-26 13:00:00;61,6;25,38;1;;;
185;2023-11-26 13:20:00;61,6;27,33;1;;;
186;2023-11-26 13:40:00;61,6;24,89;1;;;
187;2023-11-26 14:00:00;61,6;25,86;1;;;
188;2023-11-26 14:20:00;61,6;24,89;1;;;
189;2023-11-26 14:40:00;61,6;26,35;1;;;
190;2023-11-26 15:00:00;61,6;25,38;1;;;
191;2023-11-26 15:20:00;61,6;24,89;1;;;
192;2023-11-26 15:40:00;61,6;25,38;1;;;
193;2023-11-26 16:00:00;61,6;26,35;1;;;
194;2023-11-26 16:20:00;61,6;23,91;1;;;
195;2023-11-26 16:40:00;61,6;24,89;1;;;
196;2023-11-26 17:00:00;61,6;25,38;1;;;
197;2023-11-26 17:20:00;61,6;20,98;1;;;
198;2023-11-26 17:40:00;61,6;24,4;1;;;
199;2023-11-26 18:00:00;61,6;25,86;1;;;
200;2023-11-26 18:20:00;61,6;25,86;1;;;
201;2023-11-26 18:40:00;61,6;25,38;1;;;
202;2023-11-26 19:00:00;61,6;22,94;1;;;
203;2023-11-26 19:20:00;61,6;24,89;1;;;
204;2023-11-26 19:40:00;61,6;25,38;1;;;
205;2023-11-26 20:00:00;61,6;25,38;1;;;
206;2023-11-26 20:20:00;61,6;26,35;1;;;
207;2023-11-26 20:40:00;61,6;25,38;1;;;
208;2023-11-26 21:00:00;61,6;26,35;1;;;
209;2023-11-26 21:20:00;61,6;24,89;1;;;
210;2023-11-26 21:40:00;61,9;25,86;1;;;
211;2023-11-26 22:00:00;61,9;28,79;1;;;
212;2023-11-26 22:20:00;61,9;28,79;1;;;
213;2023-11-26 22:40:00;61,9;28,3;1;;;
214;2023-11-27 23:00:00;61,9;28,79;1;;;
215;2023-11-27 23:20:00;61,9;27,82;1;;;
216;2023-11-27 23:40:00;61,9;28,3;1;;;
217;2023-11-27 00:00:00;61,9;28,3;1;;;
218;2023-11-27 00:20:00;61,9;28,79;1;;;
219;2023-11-27 00:40:00;61,9;28,3;1;;;
220;2023-11-27 01:00:00;61,9;28,79;1;;;
221;2023-11-27 01:20:00;61,9;28,79;1;;;
222;2023-11-27 01:40:00;61,9;28,3;1;;;
223;2023-11-27 02:00:00;61,9;27,82;1;;;
224;2023-11-27 02:20:00;61,9;29,28;1;;;
225;2023-11-27 02:40:00;61,9;28,3;1;;;
226;2023-11-27 03:00:00;61,9;28,79;1;;;
227;2023-11-27 03:20:00;61,9;27,82;1;;;
228;2023-11-27 03:40:00;61,9;26,35;1;;;
229;2023-11-27 04:00:00;61,9;27,82;1;;;
230;2023-11-27 04:20:00;61,9;27,82;1;;;
231;2023-11-27 04:40:00;61,9;27,82;1;;;
232;2023-11-27 05:00:00;61,9;27,82;1;;;
233;2023-11-27 05:20:00;61,9;28,3;1;;;
234;2023-11-27 05:40:00;61,9;27,82;1;;;
235;2023-11-27 06:00:00;61,9;28,3;1;;;
236;2023-11-27 06:20:00;61,9;27,82;1;;;
237;2023-11-27 06:40:00;61,9;28,3;1;;;
238;2023-11-27 07:00:00;61,9;28,3;1;;;
239;2023-11-27 07:20:00;61,9;28,79;1;;;
240;2023-11-27 07:40:00;61,9;29,77;1;;;
241;2023-11-27 08:00:00;61,9;28,79;1;;;
242;2023-11-27 08:20:00;61,9;27,82;1;;;
243;2023-11-27 08:40:00;61,9;28,3;1;;;
244;2023-11-27 09:00:00;61,9;28,3;1;;;
245;2023-11-27 09:20:00;61,9;28,3;1;;;
246;2023-11-27 09:40:00;61,9;27,82;1;;;
247;2023-11-27 10:00:00;61,9;28,3;1;;;
248;2023-11-27 10:20:00;61,9;28,3;1;;;
249;2023-11-27 10:40:00;61,9;27,82;1;;;
250;2023-11-27 11:00:00;61,9;28,3;1;;;
251;2023-11-27 11:20:00;61,9;28,3;1;;;
252;2023-11-27 11:40:00;61,9;27,33;1;;;
253;2023-11-27 12:00:00;61,9;28,3;1;;;
254;2023-11-27 12:20:00;61,9;28,3;1;;;
255;2023-11-27 12:40:00;61,9;27,82;1;;;
256;2023-11-27 13:00:00;61,9;28,3;1;;;
257;2023-11-27 13:20:00;61,9;28,3;1;;;
258;2023-11-27 13:40:00;61,9;28,3;1;;;
259;2023-11-27 14:00:00;61,9;28,3;1;;;
260;2023-11-27 14:20:00;61,9;28,3;1;;;
261;2023-11-27 14:40:00;61,9;27,82;1;;;
262;2023-11-27 15:00:00;61,9;28,3;1;;;
263;2023-11-27 15:20:00;61,9;28,79;1;;;
264;2023-11-27 15:40:00;61,9;28,3;1;;;
265;2023-11-27 16:00:00;61,9;28,3;1;;;
266;2023-11-27 16:20:00;61,9;27,82;1;;;
267;2023-11-27 16:40:00;61,9;28,3;1;;;
268;2023-11-27 17:00:00;61,9;28,3;1;;;
269;2023-11-27 17:20:00;61,9;27,82;1;;;
270;2023-11-27 17:40:00;61,9;27,33;1;;;
271;2023-11-27 18:00:00;61,9;27,33;1;;;
272;2023-11-27 18:20:00;61,9;28,3;1;;;
273;2023-11-27 18:40:00;61,9;26,84;1;;;
274;2023-11-27 19:00:00;61,9;28,3;1;;;
275;2023-11-27 19:20:00;61,9;29,28;1;;;
276;2023-11-27 19:40:00;61,9;28,3;1;;;
277;2023-11-27 20:00:00;61,9;27,82;1;;;
278;2023-11-27 20:20:00;61,9;28,3;1;;;
279;2023-11-27 20:40:00;62,4;21,96;1;;;
280;2023-11-27 21:00:00;62,4;28,79;1;;;
281;2023-11-27 21:20:00;62,4;28,3;1;;;
282;2023-11-27 21:40:00;62,4;28,3;1;;;
283;2023-11-27 22:00:00;62,4;28,3;1;;;
284;2023-11-27 22:20:00;62,4;28,3;1;;;
285;2023-11-27 22:40:00;62,4;28,3;1;;;
286;2023-11-28 23:00:00;62,4;27,82;1;;;
287;2023-11-28 23:20:00;62,4;28,3;1;;;
288;2023-11-28 23:40:00;62,4;28,79;1;;;
289;2023-11-28 00:00:00;62,4;27,82;1;;;
290;2023-11-28 00:20:00;62,4;28,3;1;;;
291;2023-11-28 00:40:00;62,4;27,82;1;;;
292;2023-11-28 01:00:00;62,4;28,3;1;;;
293;2023-11-28 01:20:00;62,4;26,35;1;;;
294;2023-11-28 01:40:00;62,4;28,3;1;;;
295;2023-11-28 02:00:00;62,4;29,28;1;;;
296;2023-11-28 02:20:00;62,4;26,84;1;;;
297;2023-11-28 02:40:00;62,4;30,74;1;;;
298;2023-11-28 03:00:00;62,4;29,28;1;;;
299;2023-11-28 03:20:00;62,4;29,77;1;;;
300;2023-11-28 03:40:00;62,4;27,33;1;;;
301;2023-11-28 04:00:00;62,4;27,33;1;;;
302;2023-11-28 04:20:00;62,4;27,82;1;;;
303;2023-11-28 04:40:00;62,4;27,33;1;;;
304;2023-11-28 05:00:00;62,4;28,3;1;;;
305;2023-11-28 05:20:00;62,4;28,3;1;;;
306;2023-11-28 05:40:00;62,4;28,79;1;;;
307;2023-11-28 06:00:00;62,4;27,33;1;;;
308;2023-11-28 06:20:00;62,4;28,3;1;;;
309;2023-11-28 06:40:00;62,4;29,28;1;;;
310;2023-11-28 07:00:00;62,4;28,3;1;;;
311;2023-11-28 07:20:00;62,4;28,3;1;;;
312;2023-11-28 07:40:00;62,4;28,3;1;;;
313;2023-11-28 08:00:00;62,4;27,82;1;;;
314;2023-11-28 08:20:00;62,4;28,3;1;;;
315;2023-11-28 08:40:00;62,4;27,82;1;;;
316;2023-11-28 09:00:00;62,4;27,82;1;;;
317;2023-11-28 09:20:00;62,4;27,82;1;;;
318;2023-11-28 09:40:00;62,4;28,3;1;;;
319;2023-11-28 10:00:00;62,4;28,79;1;;;
320;2023-11-28 10:20:00;62,4;27,82;1;;;
321;2023-11-28 10:40:00;62,4;28,3;1;;;
322;2023-11-28 11:00:00;62,4;28,3;1;;;
323;2023-11-28 11:20:00;62,4;28,3;1;;;
324;2023-11-28 11:40:00;62,4;28,3;1;;;
325;2023-11-28 12:00:00;62,4;27,82;1;;;
326;2023-11-28 12:20:00;62,4;28,3;1;;;
327;2023-11-28 12:40:00;62,4;28,79;1;;;
328;2023-11-28 13:00:00;62,4;27,82;1;;;
329;2023-11-28 13:20:00;62,4;28,3;1;;;
330;2023-11-28 13:40:00;62,4;27,33;1;;;
331;2023-11-28 14:00:00;62,4;27,82;1;;;
332;2023-11-28 14:20:00;62,4;27,82;1;;;
333;2023-11-28 14:40:00;62,4;27,33;1;;;
334;2023-11-28 15:00:00;62,4;27,82;1;;;
335;2023-11-28 15:20:00;62,4;27,82;1;;;
336;2023-11-28 15:40:00;62,4;27,82;1;;;
337;2023-11-28 16:00:00;62,4;27,82;1;;;
338;2023-11-28 16:20:00;62,4;28,3;1;;;
339;2023-11-28 16:40:00;62,4;27,82;1;;;
340;2023-11-28 17:00:00;62,4;27,33;1;;;
341;2023-11-28 17:20:00;62,4;27,82;1;;;
342;2023-11-28 17:40:00;62,4;27,82;1;;;
343;2023-11-28 18:00:00;62,4;29,28;1;;;
344;2023-11-28 18:20:00;62,4;27,33;1;;;
345;2023-11-28 18:40:00;62,4;27,33;1;;;
346;2023-11-28 19:00:00;62,4;28,3;1;;;
347;2023-11-28 19:20:00;62,4;27,33;1;;;
348;2023-11-28 19:40:00;62,9;20,98;1;;;
349;2023-11-28 20:00:00;62,9;20,01;1;;;
350;2023-11-28 20:20:00;62,9;20,98;1;;;
351;2023-11-28 20:40:00;62,9;20,98;1;;;
352;2023-11-28 21:00:00;62,9;21,96;1;;;
353;2023-11-28 21:20:00;62,9;21,47;1;;;
354;2023-11-28 21:40:00;62,9;21,47;1;;;
355;2023-11-28 22:00:00;62,9;21,96;1;;;
356;2023-11-28 22:20:00;62,9;20,98;1;;;
357;2023-11-28 22:40:00;62,9;21,96;1;;;
358;2023-11-28 23:00:00;62,9;21,47;1;;;
359;2023-11-28 23:20:00;62,9;21,96;1;;;
360;2023-11-28 23:40:00;62,9;20,98;1;;;
361;2023-11-29 00:00:00;62,9;21,47;1;;;
362;2023-11-29 00:20:00;62,9;21,96;1;;;
363;2023-11-29 00:40:00;62,9;21,96;1;;;
364;2023-11-29 01:00:00;62,9;20,5;1;;;
365;2023-11-29 01:20:00;62,9;21,47;1;;;
366;2023-11-29 01:40:00;62,9;22,45;1;;;
367;2023-11-29 02:00:00;62,9;20,98;1;;;
368;2023-11-29 02:20:00;62,9;20,98;1;;;
369;2023-11-29 02:40:00;62,9;21,96;1;;;
370;2023-11-29 03:00:00;62,9;20,98;1;;;
371;2023-11-29 03:20:00;62,9;21,47;1;;;
372;2023-11-29 03:40:00;62,9;21,47;1;;;
373;2023-11-29 04:00:00;62,9;21,47;1;;;
374;2023-11-29 04:20:00;62,9;21,47;1;;;
375;2023-11-29 04:40:00;62,9;20,5;1;;;
376;2023-11-29 05:00:00;62,9;21,47;1;;;
377;2023-11-29 05:20:00;62,9;21,96;1;;;
378;2023-11-29 05:40:00;62,9;20,98;1;;;
379;2023-11-29 06:00:00;62,9;22,45;1;;;
380;2023-11-29 06:20:00;62,9;20,98;1;;;
381;2023-11-29 06:40:00;62,9;21,47;1;;;
382;2023-11-29 07:00:00;62,9;22,45;1;;;
383;2023-11-29 07:20:00;62,9;20,98;1;;;
384;2023-11-29 07:40:00;62,9;22,45;1;;;
385;2023-11-29 08:00:00;62,9;21,96;1;;;
386;2023-11-29 08:20:00;62,9;20,98;1;;;
387;2023-11-29 08:40:00;62,9;20,98;1;;;
388;2023-11-29 09:00:00;62,9;20,5;1;;;
389;2023-11-29 09:20:00;62,9;21,96;1;;;
390;2023-11-29 09:40:00;62,9;21,47;1;;;
391;2023-11-29 10:00:00;62,9;21,47;1;;;
392;2023-11-29 10:20:00;62,9;20,98;1;;;
393;2023-11-29 10:40:00;62,9;21,96;1;;;
394;2023-11-29 11:00:00;62,9;21,96;1;;;
395;2023-11-29 11:20:00;62,9;21,47;1;;;
396;2023-11-29 11:40:00;62,9;20,98;1;;;
397;2023-11-29 12:00:00;62,9;20,98;1;;;
398;2023-11-29 12:20:00;62,9;21,47;1;;;
399;2023-11-29 12:40:00;62,9;22,45;1;;;
400;2023-11-29 13:00:00;62,9;20,5;1;;;
401;2023-11-29 13:20:00;62,9;20,98;1;;;
402;2023-11-29 13:40:00;62,9;21,96;1;;;
403;2023-11-29 14:00:00;62,9;21,96;1;;;
404;2023-11-29 14:20:00;62,9;21,47;1;;;
405;2023-11-29 14:40:00;62,9;21,96;1;;;
406;2023-11-29 15:00:00;62,9;21,47;1;;;
407;2023-11-29 15:20:00;62,9;20,5;1;;;
408;2023-11-29 15:40:00;62,9;20,5;1;;;
409;2023-11-29 16:00:00;62,9;20,5;1;;;
410;2023-11-29 16:20:00;62,9;21,47;1;;;
411;2023-11-29 16:40:00;62,9;21,96;1;;;
412;2023-11-29 17:00:00;62,9;20,98;1;;;
413;2023-11-29 17:20:00;62,9;20,98;1;;;
414;2023-11-29 17:40:00;62,9;21,47;1;;;
415;2023-11-29 18:00:00;62,9;22,45;1;;;
416;2023-11-29 18:20:00;62,9;21,47;1;;;
417;2023-11-29 18:40:00;70,1;24,89;1;;;
418;2023-11-29 19:00:00;70,1;23,91;1;;;
419;2023-11-29 19:20:00;70,1;27,82;1;;;
420;2023-11-29 19:40:00;70,1;27,82;1;;;
421;2023-11-29 20:00:00;70,1;27,82;1;;;
422;2023-11-29 20:20:00;70,1;27,82;1;;;
423;2023-11-29 20:40:00;70,1;27,82;1;;;
424;2023-11-29 21:00:00;70,1;29,28;1;;;
425;2023-11-29 21:20:00;70,1;27,33;1;;;
426;2023-11-29 21:40:00;70,1;27,82;1;;;
427;2023-11-29 22:00:00;70,1;27,33;1;;;
428;2023-11-29 22:20:00;70,1;27,82;1;;;
429;2023-11-29 22:40:00;70,1;27,82;1;;;
430;2023-11-29 23:00:00;70,1;27,82;1;;;
431;2023-11-29 23:20:00;70,1;28,3;1;;;
432;2023-11-29 23:40:00;70,1;27,82;1;;;
433;2023-11-30 00:00:00;70,1;27,33;1;;;
434;2023-11-30 00:20:00;70,1;24,4;1;;;
435;2023-11-30 00:40:00;70,1;27,33;1;;;
436;2023-11-30 01:00:00;70,1;27,82;1;;;
437;2023-11-30 01:20:00;70,1;28,3;1;;;
438;2023-11-30 01:40:00;70,1;27,33;1;;;
439;2023-11-30 02:00:00;70,1;29,28;1;;;
440;2023-11-30 02:20:00;70,1;28,3;1;;;
441;2023-11-30 02:40:00;70,1;27,82;1;;;
442;2023-11-30 03:00:00;70,1;27,82;1;;;
443;2023-11-30 03:20:00;70,1;28,79;1;;;
444;2023-11-30 03:40:00;70,1;27,82;1;;;
445;2023-11-30 04:00:00;70,1;27,82;1;;;
446;2023-11-30 04:20:00;70,1;27,82;1;;;
447;2023-11-30 04:40:00;70,1;27,33;1;;;
448;2023-11-30 05:00:00;70,1;27,33;1;;;
449;2023-11-30 05:20:00;70,1;27,33;1;;;
450;2023-11-30 05:40:00;70,1;25,86;1;;;
451;2023-11-30 06:00:00;70,1;27,33;1;;;
452;2023-11-30 06:20:00;70,1;27,82;1;;;
453;2023-11-30 06:40:00;70,1;28,79;1;;;
454;2023-11-30 07:00:00;70,1;27,33;1;;;
455;2023-11-30 07:20:00;70,1;28,3;1;;;
456;2023-11-30 07:40:00;70,1;27,82;1;;;
457;2023-11-30 08:00:00;70,1;28,3;1;;;
458;2023-11-30 08:20:00;70,1;27,82;1;;;
459;2023-11-30 08:40:00;70,1;28,3;1;;;
460;2023-11-30 09:00:00;70,1;27,33;1;;;
461;2023-11-30 09:20:00;70,1;26,84;1;;;
462;2023-11-30 09:40:00;70,1;27,82;1;;;
463;2023-11-30 10:00:00;70,1;27,33;1;;;
464;2023-11-30 10:20:00;70,1;27,82;1;;;
465;2023-11-30 10:40:00;70,1;27,82;1;;;
466;2023-11-30 11:00:00;70,1;24,89;1;;;
467;2023-11-30 11:20:00;70,1;27,33;1;;;
468;2023-11-30 11:40:00;70,1;27,82;1;;;
469;2023-11-30 12:00:00;70,1;28,3;1;;;
470;2023-11-30 12:20:00;70,1;27,82;1;;;
471;2023-11-30 12:40:00;70,1;26,84;1;;;
472;2023-11-30 13:00:00;70,1;27,82;1;;;
473;2023-11-30 13:20:00;70,1;28,3;1;;;
474;2023-11-30 13:40:00;70,1;27,33;1;;;
475;2023-11-30 14:00:00;70,1;27,33;1;;;
476;2023-11-30 14:20:00;70,1;27,82;1;;;
477;2023-11-30 14:40:00;70,1;27,82;1;;;
478;2023-11-30 15:00:00;70,1;27,33;1;;;
479;2023-11-30 15:20:00;70,1;27,82;1;;;
480;2023-11-30 15:40:00;70,1;28,79;1;;;
481;2023-11-30 16:00:00;70,1;28,79;1;;;
482;2023-11-30 16:20:00;70,1;24,89;1;;;
483;2023-11-30 16:40:00;70,1;27,82;1;;;
484;2023-11-30 17:00:00;70,1;27,82;1;;;
485;2023-11-30 17:20:00;70,1;27,33;1;;;
486;2023-11-30 17:40:00;70,2;25,38;1;;;
487;2023-11-30 18:00:00;70,2;27,82;1;;;
488;2023-11-30 18:20:00;70,2;27,82;1;;;
489;2023-11-30 18:40:00;70,2;28,3;1;;;
490;2023-11-30 19:00:00;70,2;27,82;1;;;
491;2023-11-30 19:20:00;70,2;27,82;1;;;
492;2023-11-30 19:40:00;70,2;27,82;1;;;
493;2023-11-30 20:00:00;70,2;26,84;1;;;
494;2023-11-30 20:20:00;70,2;27,33;1;;;
495;2023-11-30 20:40:00;70,2;28,3;1;;;
496;2023-11-30 21:00:00;70,2;28,3;1;;;
497;2023-11-30 21:20:00;70,2;27,82;1;;;
498;2023-11-30 21:40:00;70,2;27,33;1;;;
499;2023-11-30 22:00:00;70,2;27,82;1;;;
500;2023-11-30 22:20:00;70,2;27,82;1;;;
501;2023-11-30 22:40:00;70,2;27,82;1;;;
502;2023-11-30 23:00:00;70,2;29,28;1;;;
503;2023-11-30 23:20:00;70,2;27,33;1;;;
